Symbol	Ensembl Transcript ID	CDS Length
SERPINB4	ENST00000341074	1173
ZDHHC11B	ENST00000508859	1149
OR5V1	ENST00000400698	966
OR12D3	ENST00000377143	951
KIDINS220	ENST00000256707	5316
CTNNAL1	ENST00000325551	2205
AGPAT6	ENST00000396987	1371
GPR15	ENST00000284311	1083
CDH12	ENST00000504376	2385
FKBP15	ENST00000446284	3735
INO80C	ENST00000441607	687
LPCAT1	ENST00000475622	1605
C9orf6	ENST00000322940	546
BMF	ENST00000354670	555
PAX7	ENST00000375375	1563
TNF	ENST00000420425	702
OR1K1	ENST00000277309	951
FAM174B	ENST00000327355	480
FAM47A	ENST00000346193	2376
STRBP	ENST00000348403	2019
AKR1CL1	ENST00000488756	456
TMEM154	ENST00000304385	552
CHD3	ENST00000380358	6180
PABPC1L	ENST00000217073	1845
STK4	ENST00000372806	1464
GIMAP5	ENST00000358647	924
SLC2A10	ENST00000359271	1626
ZNF665	ENST00000396424	2037
RXRB	ENST00000456244	1614
LRRC34	ENST00000446859	1395
PAH	ENST00000553106	1359
C3orf45	ENST00000316436	495
GCC1	ENST00000321407	2328
DUSP1	ENST00000239223	1104
TBC1D3G	ENST00000341264	1650
KCNE2	ENST00000290310	372
KIAA1875	ENST00000323662	4869
ACSL5	ENST00000356116	2220
LRRC8B	ENST00000330947	2412
OR6C2	ENST00000322678	939
COL7A1	ENST00000328333	8835
TFF1	ENST00000291527	255
TMPRSS3	ENST00000380399	1617
TFF3	ENST00000291525	393
TFF2	ENST00000291526	390
UBASH3A	ENST00000319294	1986
PYDC2	ENST00000518817	294
RSPH1	ENST00000291536	930
TTC37	ENST00000358746	4695
FAM19A2	ENST00000416284	396
LPA	ENST00000316300	6123
CISD3	ENST00000439660	384
TCERG1L	ENST00000368642	1761
IL9R	ENST00000244174	1566
VAMP7	ENST00000262640	783
SLC36A1	ENST00000520701	1431
DHX16	ENST00000376442	3126
C10orf115	ENST00000399806	285
CPN2	ENST00000323830	1638
C6orf136	ENST00000293604	1491
PPP1R10	ENST00000376511	2823
MRPS18B	ENST00000259873	777
POU5F1	ENST00000437747	1083
ZBED2	ENST00000317012	657
SERINC3	ENST00000342374	1422
PPP1R3D	ENST00000370996	900
C20orf111	ENST00000372970	879
VSTM2L	ENST00000373461	615
MTUS1	ENST00000262102	3813
CETN1	ENST00000327228	519
ZBTB22	ENST00000445320	1905
GABBR1	ENST00000418225	2886
GPSM3	ENST00000424520	483
NDUFAB1	ENST00000007516	471
TP53	ENST00000269305	1182
HSPB6	ENST00000592984	483
ARHGAP33	ENST00000007510	3864
OR10H5	ENST00000308940	948
ZNF286B	ENST00000545289	1569
SMARCD1	ENST00000394963	1548
HSPB7	ENST00000375718	738
ZFY	ENST00000383052	2406
BCAP29	ENST00000445771	1047
LTA	ENST00000454783	618
COX6A1P2	ENST00000423336	330
DHRS1	ENST00000288111	942
LRRC32	ENST00000260061	1989
CREBZF	ENST00000525639	1077
DPF2	ENST00000252268	1218
RAB30	ENST00000533486	612
CCDC90B	ENST00000529689	765
SYTL2	ENST00000359152	5343
PRCP	ENST00000393399	1554
TIMM17B	ENST00000396779	669
LY9	ENST00000263285	1971
ELK1	ENST00000247161	1287
CD244	ENST00000368033	1113
HLA-G	ENST00000420559	1032
BAI2	ENST00000373658	4758
ZNF510	ENST00000375231	2052
TMEM8A	ENST00000431232	2316
ANKRD53	ENST00000360589	1593
TPRKB	ENST00000409716	645
NAT8	ENST00000272425	684
EXOC6B	ENST00000272427	2436
ABCC11	ENST00000356608	4149
ZNHIT6	ENST00000370574	1413
SLMO2	ENST00000355937	585
HIST1H4B	ENST00000377364	312
CHFR	ENST00000432561	1995
PRDX2	ENST00000301522	597
MAP2K7	ENST00000545011	1386
VHL	ENST00000256474	642
FAM38A	ENST00000301015	7566
TPH1	ENST00000341556	1401
SKIV2L2	ENST00000230640	3129
UBE2NL	ENST00000370494	462
SIK1	ENST00000270162	2352
LST1	ENST00000412041	315
CKAP5	ENST00000415402	6120
RDBP	ENST00000548988	1164
FAM182B	ENST00000376403	459
NUP107	ENST00000229179	2778
PPM1E	ENST00000308249	2268
C6orf100	ENST00000421470	189
CCDC65	ENST00000266984	1494
ATP6V1E1	ENST00000253413	681
CNN2	ENST00000562958	993
MYLK	ENST00000475616	5745
DNAI1	ENST00000242317	2100
FDFT1	ENST00000220584	1254
CHRM4	ENST00000433765	1440
MPP4	ENST00000409474	1914
HBA2	ENST00000251595	429
P2RY10	ENST00000171757	1020
ZNF446	ENST00000594369	1353
GALT	ENST00000378842	1140
HBE1	ENST00000380237	444
HBG1	ENST00000330597	444
CLDN9	ENST00000445369	654
OR3A1	ENST00000323404	948
SEPT1	ENST00000321367	1119
TRNAU1AP	ENST00000373830	864
NRP2	ENST00000360409	2796
HTR3B	ENST00000260191	1326
C11orf52	ENST00000278601	372
NPAT	ENST00000278612	4284
TNNT1	ENST00000588981	837
CLEC2A	ENST00000455827	525
GPR21	ENST00000373642	1050
ZXDC	ENST00000389709	2577
TCTEX1D4	ENST00000339355	666
RAB3C	ENST00000282878	684
RBFOX1	ENST00000547372	1401
RSC1A1	ENST00000345034	1854
MARVELD2	ENST00000325631	1677
RNF4	ENST00000314289	573
EFCAB8	ENST00000400522	1187
DDR1	ENST00000550395	2760
USP34	ENST00000398571	10641
IGFBP5	ENST00000233813	819
TRPM6	ENST00000451710	6081
EFHD1	ENST00000264059	720
SIGLEC7	ENST00000317643	1404
C6orf145	ENST00000380283	696
IL17F	ENST00000336123	492
MRPL18	ENST00000367034	543
CPLX1	ENST00000513195	564
TUBE1	ENST00000368662	1428
SAMD4A	ENST00000554335	2157
MCM3	ENST00000596288	2562
ZNHIT3	ENST00000225410	468
DHRS11	ENST00000251312	783
AATF	ENST00000225402	1683
PICALM	ENST00000393346	1959
SLIT2	ENST00000273739	4629
ANKRD12	ENST00000262126	6189
NOL4	ENST00000261592	1917
DNASE2B	ENST00000370665	1086
CLCA2	ENST00000370565	2832
RCC2	ENST00000375436	1569
CDH8	ENST00000577390	2400
ERICH1	ENST00000262109	1332
OR5T3	ENST00000303059	1023
IFNA17	ENST00000413767	570
KCNH5	ENST00000322893	2967
C2orf18	ENST00000344420	1116
S1PR3	ENST00000358157	1137
RIMS1	ENST00000521978	5079
GAGE12J	ENST00000442437	354
UBD	ENST00000429935	498
CNTNAP3	ENST00000297668	3867
OR10D3	ENST00000318666	939
ZNF720	ENST00000399681	1428
HJURP	ENST00000411486	2247
ZNF333	ENST00000292530	1998
TXNDC9	ENST00000264255	681
MAD2L1BP	ENST00000451025	921
HINT1	ENST00000304043	381
PCBP1	ENST00000303577	1071
GJB1	ENST00000374029	852
C9orf30-TMEFF1	ENST00000502978	1033
FAM40A	ENST00000369795	2514
CMA1	ENST00000250378	744
ZNF468	ENST00000595646	1569
SH2D2A	ENST00000392306	1200
C3orf67	ENST00000482387	2070
RPP14	ENST00000445193	375
ABHD6	ENST00000478253	1014
RGPD5	ENST00000016946	5298
MXD1	ENST00000264444	666
RPL9	ENST00000295955	579
C4orf34	ENST00000295958	300
VN1R4	ENST00000311170	906
RNPEPL1	ENST00000270357	1485
RPP21	ENST00000413228	534
LCE3E	ENST00000368789	279
SHOX	ENST00000554971	879
BICD2	ENST00000356884	2568
LCE3A	ENST00000335674	270
KRBA2	ENST00000331336	1479
KCNH7	ENST00000332142	3591
NELL2	ENST00000437801	2601
SERPINI1	ENST00000446050	1233
PDLIM3	ENST00000284770	1095
FCRL1	ENST00000368176	1290
SGOL2	ENST00000357799	3798
SORBS2	ENST00000355634	3603
DPPA2	ENST00000478945	897
NFASC	ENST00000367172	4044
CLASP2	ENST00000468888	4545
PKMYT1	ENST00000431515	1707
TIGD5	ENST00000504548	1929
SYNGR3	ENST00000563869	719
GNS	ENST00000543646	1755
PDXDC1	ENST00000563679	2421
AKR7A3	ENST00000361640	996
SEC63	ENST00000369002	2283
IQCG	ENST00000265239	1332
ICAM1	ENST00000264832	1599
TPO	ENST00000329066	2802
ZNF143	ENST00000396602	1917
TMX3	ENST00000299608	1365
CROCC	ENST00000375541	6054
LEO1	ENST00000299601	2001
TMEM41B	ENST00000299596	876
HSD17B6	ENST00000555159	954
MX1	ENST00000398600	1989
TMEM164	ENST00000372073	894
HLA-A	ENST00000444289	1116
PTGFR	ENST00000370758	1080
SCYL3	ENST00000367770	2229
RXRB	ENST00000443603	1614
PRAC	ENST00000290294	174
HOXB13	ENST00000290295	855
C1QC	ENST00000374640	738
KLC1	ENST00000334553	1920
XRCC3	ENST00000554913	1041
TUBGCP3	ENST00000261965	2724
MCF2L	ENST00000375604	3549
F10	ENST00000375559	1467
HIST1H4A	ENST00000359907	312
ACADSB	ENST00000358776	1299
RNF34	ENST00000392464	1524
ARMC10	ENST00000323716	1032
ZNF681	ENST00000402377	1938
ACYP2	ENST00000394666	300
OR6K2	ENST00000359610	975
TRABD	ENST00000395829	1140
YDJC	ENST00000292778	972
SPAG11A	ENST00000400125	342
EIF1AD	ENST00000526451	498
HLA-DQB1	ENST00000399065	810
A2LD1	ENST00000376250	462
AQP5	ENST00000293599	798
FAM113B	ENST00000546455	1299
BAI1	ENST00000517894	4755
FMNL3	ENST00000293590	3087
C21orf2	ENST00000397956	1128
AIRE	ENST00000291582	1638
ICOSLG	ENST00000400379	1422
C21orf33	ENST00000291577	807
CDK2AP2	ENST00000301488	381
HOXC4	ENST00000303406	795
NDUFV1	ENST00000322776	1395
PIM3	ENST00000360612	981
ASNA1	ENST00000591090	1047
CABP2	ENST00000294288	663
NUDT8	ENST00000376693	711
SRPK1	ENST00000361690	2016
FKBP5	ENST00000337746	1374
COMT	ENST00000361682	816
IGF2	ENST00000434045	711
MC5R	ENST00000324750	978
DDX39B	ENST00000552288	1332
MLIP	ENST00000502396	2982
ZNF620	ENST00000314529	1269
TAF5L	ENST00000366676	1770
FAM149B1	ENST00000242505	1749
APOBEC3D	ENST00000216099	1161
KLHL13	ENST00000539496	1977
CPSF7	ENST00000340437	1545
ARHGEF3	ENST00000338458	1677
C3orf63	ENST00000355628	4830
KIAA1530	ENST00000511216	2130
ATP5L2	ENST00000505920	303
CORO1B	ENST00000341356	1470
CCL19	ENST00000378800	315
FUT10	ENST00000327671	1440
ACBD3	ENST00000366812	1587
INSL5	ENST00000304526	408
WRAP53	ENST00000431639	1647
PDE6B	ENST00000496514	2565
ZMYND15	ENST00000573751	2253
ZNF414	ENST00000393927	1173
UGT1A4	ENST00000373409	1605
GATA4	ENST00000532059	1332
GLTPD2	ENST00000331264	876
ZNF37A	ENST00000361085	1686
CPLX4	ENST00000299721	483
PFKP	ENST00000381125	2355
CT45A3	ENST00000370734	570
CYP21A2	ENST00000448478	1488
LEPROTL1	ENST00000523116	510
EPHA4	ENST00000409938	2961
MACF1	ENST00000567887	22779
SKP1	ENST00000353411	492
GNPDA1	ENST00000505689	872
PCDH12	ENST00000231484	3555
TRIM40	ENST00000433713	777
MYO10	ENST00000513610	6177
C20orf26	ENST00000245957	3714
UBE2I	ENST00000402301	555
NUBP1	ENST00000283027	963
ASB10	ENST00000422024	1539
KIAA0391	ENST00000534898	1752
DCAF11	ENST00000559115	1641
CMPK2	ENST00000256722	1350
NR1I3	ENST00000367979	1074
LPIN1	ENST00000449576	2928
MYCN	ENST00000281043	1395
RSAD2	ENST00000382040	1086
SDHC	ENST00000367975	510
LMCD1	ENST00000157600	1098
FAM91A1	ENST00000334705	2517
CBL	ENST00000264033	2721
MPP5	ENST00000261681	2028
CNNM3	ENST00000305510	2124
SF3B3	ENST00000302516	3654
FAM25B	ENST00000452267	270
GSTM4	ENST00000369836	657
TET2	ENST00000513237	6072
HDAC5	ENST00000225983	3372
ABCC3	ENST00000285238	4584
LUC7L3	ENST00000393227	1470
ENG	ENST00000373203	1977
CDC37L1	ENST00000381854	1014
AK1	ENST00000223836	633
TTC26	ENST00000464848	1665
OR10C1	ENST00000503212	939
PCNA	ENST00000379143	786
TNKS1BP1	ENST00000358252	5190
STK19	ENST00000452688	1107
BTBD3	ENST00000405977	1569
C12orf40	ENST00000324616	1959
SBNO1	ENST00000420886	4182
TDRD6	ENST00000316081	6291
MYF6	ENST00000228641	729
MYF5	ENST00000228644	768
DTX1	ENST00000257600	1863
TRAFD1	ENST00000412615	1749
KIF14	ENST00000367350	4947
NEK11	ENST00000383366	1938
DDX59	ENST00000331314	1860
TNNT2	ENST00000458432	894
RLTPR	ENST00000334583	4308
TAS1R3	ENST00000339381	2559
MAP3K2	ENST00000409947	1860
TMEM42	ENST00000302392	480
CD79A	ENST00000597454	776
C8orf17	ENST00000507535	300
SIGLEC8	ENST00000321424	1500
GUCA1A	ENST00000053469	606
MRPL4	ENST00000393733	1074
CPEB1	ENST00000563800	1767
LMO3	ENST00000540445	504
KLHL2	ENST00000514860	1794
FTSJ3	ENST00000582115	2544
DRG2	ENST00000225729	1095
MED31	ENST00000225728	396
USP48	ENST00000529637	3144
MPHOSPH9	ENST00000541076	3096
ZNF717	ENST00000422325	2745
PRRT1	ENST00000458719	921
NEU1	ENST00000422978	1248
L3MBTL4	ENST00000400105	1872
SLC16A11	ENST00000308009	1416
SPATA12	ENST00000334325	573
TMPRSS12	ENST00000398458	1047
ULK1	ENST00000321867	3153
DEFB132	ENST00000382376	288
ANKRD20A1	ENST00000377477	2472
FBXO36	ENST00000283946	567
ANXA7	ENST00000372919	1467
OR14A16	ENST00000357627	930
PAPD4	ENST00000296783	1455
CARTPT	ENST00000296777	351
RICTOR	ENST00000296782	5199
TMEM174	ENST00000296776	732
GPR87	ENST00000260843	1077
KIAA1430	ENST00000458385	1599
PRMT5	ENST00000324366	1914
RBM23	ENST00000359890	1320
SOD2	ENST00000367055	669
LMBR1L	ENST00000267102	1470
O3FAR1	ENST00000371483	1134
ZNRF1	ENST00000320619	837
POLR1D	ENST00000302979	402
KIF18B	ENST00000339151	2568
C10orf125	ENST00000368552	465
CLDN16	ENST00000264734	918
RIPPLY2	ENST00000369689	387
C6orf164	ENST00000369570	231
C6orf163	ENST00000388923	990
GDI1	ENST00000447750	1344
TRAK1	ENST00000327628	2862
HS3ST4	ENST00000331351	1371
OR3A3	ENST00000291231	966
TMEM144	ENST00000296529	1038
TOP2B	ENST00000264331	4881
RARB	ENST00000404969	1368
PLCL2	ENST00000418129	3006
SAT1	ENST00000379270	516
KLHL20	ENST00000209884	1830
NEFH	ENST00000310624	3063
TOM1	ENST00000411850	1482
HMGXB4	ENST00000216106	1806
AP1B1	ENST00000405198	2850
DKKL1	ENST00000221498	729
LYL1	ENST00000264824	843
OAZ1	ENST00000583542	708
TRMT1	ENST00000592062	1980
MSTO1	ENST00000245564	1713
NT5C	ENST00000245552	606
SPTLC2	ENST00000216484	1689
SLC12A6	ENST00000560611	3453
NUP85	ENST00000245544	1971
MIF4GD	ENST00000579297	792
SLC25A19	ENST00000416858	963
SLC24A2	ENST00000341998	1986
ZNF572	ENST00000319286	1590
OR56A1	ENST00000316650	957
OR2V1	ENST00000329365	948
ZBTB3	ENST00000394807	1725
RAD51L3	ENST00000590016	1047
DARC	ENST00000368121	1017
CCDC19	ENST00000368099	1656
TRERF1	ENST00000541110	3663
CRISP2	ENST00000339139	732
F13A1	ENST00000264870	2199
GRM4	ENST00000374181	2739
CLEC6A	ENST00000382073	630
C6orf15	ENST00000452899	978
ZBTB43	ENST00000373464	1404
ANKRD39	ENST00000443120	552
OR14K1	ENST00000283225	945
QTRT1	ENST00000250237	1212
DBX1	ENST00000227256	1149
HTATIP2	ENST00000419348	831
PLEKHM1	ENST00000430334	3171
C9orf35	ENST00000443737	435
FBXO28	ENST00000366862	1107
NUDT21	ENST00000300291	684
C1orf55	ENST00000272091	1356
DEGS1	ENST00000323699	972
TREM1	ENST00000589614	753
MCCD1	ENST00000424816	360
C15orf23	ENST00000249776	951
CFB	ENST00000547612	3801
PKN1	ENST00000342216	2847
CD97	ENST00000242786	2508
C19orf43	ENST00000242784	531
SLC6A1	ENST00000287766	1800
SMG1	ENST00000389467	10989
FCHO2	ENST00000430046	2433
DDIT4	ENST00000307365	699
MRPL2	ENST00000388752	918
PAGE2	ENST00000374968	336
LRIT2	ENST00000538192	1683
KIAA1191	ENST00000298569	918
TRIM69	ENST00000559390	1503
GBP5	ENST00000370459	1761
GSDMA	ENST00000301659	1338
KRT24	ENST00000264651	1578
CYP7A1	ENST00000301645	1515
MBTD1	ENST00000586178	1887
FRMD8	ENST00000317568	1395
KLHDC2	ENST00000298307	1221
ZNF22	ENST00000298299	675
C10orf25	ENST00000298298	369
RRBP1	ENST00000377813	4233
BMP2	ENST00000378827	1191
ZNF133	ENST00000396026	1974
NRSN2	ENST00000382291	615
SEC22A	ENST00000492595	924
FLRT3	ENST00000378053	1950
SKAP1	ENST00000336915	1080
DEDD	ENST00000368005	1047
SPATA2L	ENST00000289805	1275
NIT1	ENST00000368009	984
SYCE1L	ENST00000378644	729
LGALS7	ENST00000378626	411
GIP	ENST00000357424	462
DPP6	ENST00000377770	2598
XPO7	ENST00000434536	3291
LRCH2	ENST00000317135	2298
GADD45G	ENST00000252506	480
CBR1	ENST00000290349	834
MAP3K9	ENST00000555993	3357
TMEM89	ENST00000330862	480
OR10Z1	ENST00000361284	942
OR10R2	ENST00000368152	1008
SGMS1	ENST00000361781	1242
RORB	ENST00000396204	1413
PJA2	ENST00000361189	2127
ARMCX6	ENST00000361910	903
TCEB3B	ENST00000332567	2262
NINJ2	ENST00000305108	567
MLLT3	ENST00000380338	1707
FAM90A1	ENST00000307435	1395
RRM2	ENST00000360566	1350
DNAJC18	ENST00000302060	1077
KRT6C	ENST00000252250	1695
SPATA24	ENST00000302091	881
SLC13A1	ENST00000194130	1788
CADPS2	ENST00000449022	3891
DGCR8	ENST00000351989	2322
GCM2	ENST00000379491	1521
NMUR1	ENST00000305141	1281
DNAI2	ENST00000579490	1989
N4BP2	ENST00000261435	5313
SSU72	ENST00000291386	585
ATAD3B	ENST00000308647	1947
PHB2	ENST00000535923	900
TCTN1	ENST00000397659	1779
C12orf24	ENST00000377673	822
ZBTB48	ENST00000377674	2067
FMO2	ENST00000209929	1416
SLC35E2	ENST00000246421	801
TMTC2	ENST00000321196	2511
HMBOX1	ENST00000524238	1332
MSH5	ENST00000497157	2556
SPATA5	ENST00000274008	2682
BRD4	ENST00000263377	4089
REG1B	ENST00000305089	501
GAP43	ENST00000393780	825
RAB3GAP1	ENST00000442034	2967
FOXR1	ENST00000317011	879
TEX15	ENST00000256246	8370
PTPRE	ENST00000254667	2103
SCLY	ENST00000254663	1362
SLC3A1	ENST00000260649	2058
PREPL	ENST00000425263	2184
CD38	ENST00000226279	903
PREB	ENST00000260643	1254
ACTR2	ENST00000377982	1200
ABCG5	ENST00000260645	1956
SLC5A6	ENST00000310574	1908
ZNF738	ENST00000311015	414
MOS	ENST00000311923	1041
MS4A10	ENST00000308287	804
ENTPD8	ENST00000472938	1488
C1QA	ENST00000374642	738
C4orf31	ENST00000379692	1707
TMEM63B	ENST00000259746	2499
KRT34	ENST00000394001	1311
B3GNT1	ENST00000311181	1248
TMEM14B	ENST00000467317	456
FRS3	ENST00000373018	1479
KAT5	ENST00000341318	1641
ERCC8	ENST00000265038	1191
C10orf131	ENST00000371202	771
HPSE	ENST00000311412	1632
RXFP4	ENST00000368318	1125
COQ2	ENST00000311469	1266
USP33	ENST00000370793	2829
PLA2G4A	ENST00000367466	2250
GADD45A	ENST00000370986	498
CBWD5	ENST00000382405	1188
PSME2	ENST00000216802	720
IMPG2	ENST00000193391	3726
DERA	ENST00000428559	957
ACAN	ENST00000561243	7593
TAP2	ENST00000549862	2307
LY6G6D	ENST00000455955	1149
THBS4	ENST00000350881	2886
HLA-DQB2	ENST00000435145	828
MVK	ENST00000228510	1191
KBTBD2	ENST00000304056	1872
TRIAP1	ENST00000546954	231
MINA	ENST00000333396	1398
CSRNP2	ENST00000228515	1632
NKIRAS1	ENST00000388759	579
OR1S2	ENST00000302592	978
MDS2	ENST00000374555	423
ATP1A2	ENST00000361216	3063
MEIG1	ENST00000378240	267
UGT2B17	ENST00000317746	1593
GLIPR1L2	ENST00000550916	1035
DEFB119	ENST00000376315	267
HRH2	ENST00000377291	1194
CPEB4	ENST00000265085	2190
FAM73A	ENST00000370791	1899
P2RY12	ENST00000302632	1029
C22orf15	ENST00000305199	474
MOCOS	ENST00000261326	2667
MFSD8	ENST00000296468	1557
C5orf17	ENST00000512559	486
GRB10	ENST00000401949	1785
ADCY10	ENST00000367851	4833
CXCL13	ENST00000286758	330
N6AMT1	ENST00000303775	645
POU2F1	ENST00000367866	2301
DPT	ENST00000367817	606
MAEL	ENST00000367872	1305
ILDR2	ENST00000271417	1920
NTM	ENST00000425719	1068
SEC24D	ENST00000379735	3102
ABCB9	ENST00000442028	2310
LCE2D	ENST00000368784	333
C20orf123	ENST00000279028	1701
PANX1	ENST00000227638	1281
DSN1	ENST00000373750	1071
KIAA1755	ENST00000279024	3603
S100A7A	ENST00000368729	306
KIAA0889	ENST00000237536	4986
ACTG2	ENST00000345517	1131
FBXO41	ENST00000295133	2811
ZSWIM2	ENST00000295131	1902
FRS2	ENST00000549921	1527
SGPL1	ENST00000373202	1707
CCT2	ENST00000299300	1608
C10orf27	ENST00000299290	1056
LRRC52	ENST00000294818	942
IER5L	ENST00000372491	1215
PCBD1	ENST00000299299	315
INSC	ENST00000379554	1740
H2AFX	ENST00000530167	432
ZNF776	ENST00000317178	1557
C21orf54	ENST00000451980	327
POU3F2	ENST00000328345	1332
FOXO4	ENST00000374259	1518
PTP4A3	ENST00000521578	522
TMUB2	ENST00000538716	966
C17orf65	ENST00000303061	582
COL4A5	ENST00000328300	5076
FAM22G	ENST00000372322	2226
AGRN	ENST00000379370	6138
KRTAP10-6	ENST00000400368	1098
NHS	ENST00000380060	4893
BEX4	ENST00000372695	363
DGKZ	ENST00000454345	3354
PAMR1	ENST00000278360	2214
PRB1	ENST00000500254	597
SLC30A3	ENST00000233535	1167
C14orf45	ENST00000394009	1590
CCDC88C	ENST00000389857	6087
PGF	ENST00000405431	666
IFI27L2	ENST00000238609	393
NEK9	ENST00000238616	2940
VPS33A	ENST00000267199	1791
SETD1B	ENST00000542440	5772
TRPV2	ENST00000338560	2295
AMTN	ENST00000339336	630
SLC5A12	ENST00000396005	1857
LIN7C	ENST00000278193	594
ERAS	ENST00000338270	702
ZNF85	ENST00000328178	1788
LRRC4C	ENST00000278198	1923
MORN3	ENST00000355329	723
ETHE1	ENST00000600651	783
KIAA1462	ENST00000375377	4080
STK32C	ENST00000368625	1500
FAM49B	ENST00000522746	975
WNT10B	ENST00000301061	1170
CALML6	ENST00000307786	546
ASAP1	ENST00000518721	3390
C20orf54	ENST00000217254	1410
OAZ2	ENST00000326005	570
WFDC10A	ENST00000372643	240
CNO	ENST00000320776	654
FAM76A	ENST00000010299	1026
LCE1E	ENST00000368771	357
BRWD3	ENST00000373275	5409
PIGO	ENST00000378617	3270
STOML2	ENST00000356493	1071
VCP	ENST00000358901	2421
C20orf20	ENST00000370487	615
NTSR1	ENST00000370501	1257
PSMA7	ENST00000370873	747
GTPBP5	ENST00000370823	1221
HRH3	ENST00000317393	1362
SLCO4A1	ENST00000370507	2169
RBMXL1	ENST00000321792	1173
GBP7	ENST00000294671	1917
C16orf80	ENST00000262498	582
PCDHB17	ENST00000539533	1764
TBXA2R	ENST00000411851	1224
DBF4	ENST00000265728	2025
CHEK2	ENST00000382580	1761
TRAIP	ENST00000331456	1410
KREMEN1	ENST00000327813	1479
MDFI	ENST00000373051	741
SAMD3	ENST00000457563	1635
IL22RA2	ENST00000296980	792
TMEM200A	ENST00000296978	1476
ZFYVE27	ENST00000356257	1251
MARVELD1	ENST00000285605	522
DACT2	ENST00000366795	2325
PI4K2A	ENST00000370631	1440
TMED8	ENST00000216468	978
SAMD15	ENST00000216471	2025
SOX9	ENST00000245479	1530
KIAA0947	ENST00000296564	6801
ERH	ENST00000557016	315
SHPK	ENST00000225519	1437
GOLGA6L1	ENST00000316397	2007
VEPH1	ENST00000362010	2502
DCHS2	ENST00000357232	8751
GRIN2C	ENST00000293190	3702
SLC25A23	ENST00000264088	1449
S100A1	ENST00000368698	444
CHTOP	ENST00000368694	747
CDY2A	ENST00000426790	1668
RCN2	ENST00000320963	1008
ITPR3	ENST00000374316	8016
SLA	ENST00000427060	951
CELA3B	ENST00000337107	813
SNAP23	ENST00000249647	636
DLG5	ENST00000372391	5760
RBMY1J	ENST00000250831	1491
HLA-F	ENST00000445657	1329
PAX4	ENST00000378740	1047
MOSPD3	ENST00000223054	708
PCOLCE	ENST00000223061	1350
MAU2	ENST00000392313	1842
UBE2U	ENST00000371077	966
FBXO24	ENST00000427939	1857
MTMR8	ENST00000374852	2115
DUSP4	ENST00000240100	1185
VCX3A	ENST00000381089	561
MECP2	ENST00000453960	1497
SNX18	ENST00000326277	1887
EXD1	ENST00000458580	1719
AURKB	ENST00000316199	1038
TMEM107	ENST00000316425	441
LIN52	ENST00000555028	351
KLHDC7A	ENST00000400664	2334
C3orf38	ENST00000318887	990
RGS17	ENST00000367225	633
DPY19L4	ENST00000414645	2172
ATP6AP1	ENST00000369762	1413
SCML1	ENST00000380041	990
NKX2-8	ENST00000258829	720
RNF20	ENST00000389120	2928
POLR1E	ENST00000377792	1446
PLAA	ENST00000397292	2388
CSPG4	ENST00000308508	6969
AVPR1A	ENST00000299178	1257
LCE3C	ENST00000333881	285
SPINT1	ENST00000344051	1590
AGPAT5	ENST00000285518	1095
ZFYVE19	ENST00000355341	1416
PPP1R14D	ENST00000427255	603
OR2AE1	ENST00000316368	972
C11orf42	ENST00000316375	1002
COL5A2	ENST00000374866	4500
PSMB8	ENST00000374882	831
TAP2	ENST00000374897	2061
VGLL3	ENST00000398399	981
WDR52	ENST00000393845	5565
CD200R1L	ENST00000398214	816
OR5K3	ENST00000383695	966
LNP1	ENST00000489752	576
ZBTB46	ENST00000245663	1770
C8orf41	ENST00000360742	1527
ASH2L	ENST00000343823	1887
TMPRSS15	ENST00000284885	3060
OR2Y1	ENST00000307832	936
CHODL	ENST00000299295	822
C21orf91	ENST00000284881	894
BTG3	ENST00000339775	891
GLIS1	ENST00000312233	1863
GDPD2	ENST00000453994	1773
FAM155B	ENST00000252338	1419
STARD8	ENST00000374599	3312
BAK1	ENST00000374467	636
CPLX2	ENST00000359546	405
SDHAF1	ENST00000378887	348
RPS6KA6	ENST00000262752	2238
UBA5	ENST00000356232	1215
C8orf83	ENST00000521988	261
PTPN18	ENST00000175756	1383
EPN2	ENST00000314728	1926
RUNX1T1	ENST00000436581	1848
CLUL1	ENST00000540035	1557
BDH1	ENST00000392378	1032
MAGEA2B	ENST00000370293	945
HIVEP1	ENST00000379388	8157
CD248	ENST00000311330	2274
FZD4	ENST00000531380	1614
C6orf125	ENST00000374231	381
BTC	ENST00000395743	537
FHOD3	ENST00000590592	4869
C22orf24	ENST00000543051	684
